page_name,categories
Atmosphere,"{'Gases', 'Atmosphere', 'Planetary science'}"
Marine_mammals,{'Marine mammals'}
Sound,"{'Sound', 'Acoustics', 'Waves', 'Hearing'}"
Square_root,"{'Unary operations', 'Elementary mathematics', 'Elementary special functions'}"
Standing_wave,"{'Michael Faraday', '1860s neologisms', '1831 introductions', '1831 in science', 'Wave mechanics'}"
